user_id,item_id,posted,recommend,sentiment_analysis
SpiritOfDeath2,2870,2015-09-28,True,2
SpiritOfDeath2,303210,2015-12-27,True,2
SpiritOfDeath2,49600,2015-09-08,True,2
SpiritOfDeath2,209670,2015-10-27,True,1
SpiritOfDeath2,201310,2015-08-31,True,2
SpiritOfDeath2,266430,2015-06-09,True,2
SpiritOfDeath2,4000,2015-06-07,True,2
SpiritOfDeath2,251430,2015-04-20,True,2
SpiritOfDeath2,214830,2014-06-23,True,2
SpiritOfDeath2,220780,2013-12-06,True,0
76561198059366714,291550,2015-12-12,True,2
76561198059366714,374570,,True,2
76561198059366714,368990,2015-07-30,True,2
76561198059366714,200210,2015-07-30,False,0
BearVoSir,209870,2014-10-13,True,2
76561198044027491,33460,,True,0
76561198039606680,296970,,True,2
76561198039606680,274190,,True,2
76561198039606680,48700,2015-05-02,True,2
76561198063550753,38830,2013-11-30,True,1
76561198077259604,105600,2014-08-12,True,2
76561198077259604,200710,2014-06-25,True,2
76561198064584898,35140,,True,2
SirTired,200210,,True,2
bfraserlikesgames,233450,2014-04-30,True,2
bfraserlikesgames,108600,2014-12-03,True,2
76561198071644316,440,2014-06-29,True,2
76561198013296434,322500,,True,2
chefmisery,730,,True,2
chefmisery,211820,2014-05-23,True,2
76561198071631039,4000,2014-10-30,True,1
skotavus,239350,2013-12-07,False,0
SoOutOfLuck,208090,2014-02-21,True,0
SoOutOfLuck,4000,2013-09-25,True,0
76561198085601351,223710,2014-09-16,True,2
76561198085601351,206500,2014-11-06,True,0
sky_track,243870,2014-05-22,True,1
sky_track,351890,,True,2
sky_track,550,,True,1
sky_track,319510,2014-10-28,True,0
sky_track,51100,,False,1
sky_track,274170,,True,2
sky_track,99900,2015-07-16,True,0
sky_track,304930,2015-03-29,True,1
sky_track,354140,2015-03-14,True,2
skylord30,212200,2014-01-23,False,0
skylord30,49520,2014-02-12,True,2
76561198062091405,211420,2014-02-14,True,2
76561198075234879,99900,2014-09-16,True,2
slaydread,250400,2015-01-19,True,2
slaydread,346110,,True,2
slaydread,323370,2015-11-28,False,0
slaydread,222900,2015-09-19,False,0
76561198053793261,301520,,True,0
slicer11221,244850,2014-05-06,True,2
slicer11221,230410,2013-10-18,True,2
ethanabey,247730,2014-07-02,True,1
ethanabey,220200,2014-01-15,True,1
ethanabey,8870,2013-12-11,True,1
76561198072534619,105600,2013-03-09,True,2
76561198072534619,224540,2013-02-23,True,2
76561198072534619,440,2012-12-20,True,2
Slynx_,271590,2015-11-23,True,1
Slynx_,620,2015-01-28,True,2
Slynx_,240,2014-12-05,True,2
Slynx_,209160,2014-01-21,False,0
Slynx_,49520,2014-08-22,True,2
Slynx_,311210,,True,1
DeadFishCorporation,218620,2015-10-20,False,0
DeadFishCorporation,273070,2015-05-18,True,0
DeadFishCorporation,2400,2014-11-28,True,2
naaaaaaz,440,2011-06-22,True,1
SmiLeGaming06660,730,2014-10-20,False,1
Smithy2700,417860,2015-11-24,True,1
RegularSmokeyJoe,72850,2014-02-25,True,0
RegularSmokeyJoe,214950,2014-09-18,True,2
RegularSmokeyJoe,282070,,True,2
RegularSmokeyJoe,48700,2014-09-09,True,2
76561198059487098,252490,2015-07-07,True,2
76561198090792324,218620,2014-10-29,True,0
76561198095385702,730,2014-05-24,True,2
76561198095385702,227300,2014-12-01,True,2
76561198095385702,8870,2014-11-21,True,1
Snickerbones,94400,2014-06-24,True,2
Snickerbones,63380,2014-06-05,True,2
Snickerbones,219740,2014-02-04,True,1
Snickerbones,221380,2014-06-21,True,2
Snickerbones,22380,2014-04-24,True,2
Snickerbones,391540,2015-11-29,True,2
Snickerbones,422970,,True,2
Snickerbones,463110,,True,2
justthathelicopterpilot,304930,,True,2
justthathelicopterpilot,222880,2015-12-18,True,2
justthathelicopterpilot,259080,2015-12-18,True,2
justthathelicopterpilot,107410,2015-10-27,True,2
justthathelicopterpilot,304050,2015-12-18,True,0
justthathelicopterpilot,218620,2015-10-15,True,2
justthathelicopterpilot,271590,2015-12-18,True,2
76561198081069153,440,2014-06-20,True,0
coadstar101,282070,2015-04-01,True,2
coadstar101,337950,,False,2
coadstar101,203770,2014-06-19,True,2
SenatorArmstrong123,236430,2014-11-25,False,2
SenatorArmstrong123,394230,,True,2
SenatorArmstrong123,104900,2014-12-30,True,0
SenatorArmstrong123,221910,2013-12-18,True,2
SenatorArmstrong123,374320,,True,2
SenatorArmstrong123,72850,2013-12-10,True,2
SenatorArmstrong123,235460,2014-10-14,True,2
76561198051777058,108600,2014-07-01,True,2
jonnyland081,294100,,True,2
goddamnterrorists,221100,2015-09-18,True,2
goddamnterrorists,322070,2015-01-13,True,1
goddamnterrorists,440,2013-03-05,True,2
SnowyDao,346110,2015-07-31,True,0
_SNS_,204880,2013-07-18,True,2
_SNS_,252490,2014-03-08,True,2
_SNS_,1250,2014-02-17,True,2
_SNS_,32400,2014-01-03,True,2
snyper4plg,33310,2014-03-22,True,1
snyper4plg,252490,2014-07-07,True,2
snyper4plg,304930,2014-08-07,True,2
camo88,34030,2014-01-21,True,2
camo88,240,2014-01-21,True,2
camo88,4780,2013-12-29,True,0
camo88,34330,2011-03-19,True,2
camo88,34030,2014-01-21,True,2
camo88,240,2014-01-21,True,2
camo88,4780,2013-12-29,True,0
camo88,34330,2011-03-19,True,2
GroovyG0D,730,2014-04-14,True,1
GroovyG0D,319630,2015-12-01,True,1
GroovyG0D,219740,2014-06-20,True,2
76561198021142819,206440,2014-07-10,True,2
76561198021142819,440,2013-08-03,True,2
cactus3,8870,,False,2
cactus3,39150,,True,2
cactus3,298110,,True,0
solodsnek,1250,2015-03-14,True,2
solodsnek,200510,2014-12-07,True,2
solodsnek,22380,2014-12-07,True,2
solodsnek,104900,2014-03-22,False,2
solodsnek,224260,2014-02-28,True,2
solodsnek,12750,2015-04-07,True,2
solodsnek,218620,2015-04-07,True,2
solodsnek,232770,2014-12-19,True,0
solodsnek,397550,2015-11-03,True,2
solodsnek,289130,2014-12-20,False,2
Real_Rotunda,230410,2014-06-25,True,2
ThatMexicanGuy,265630,2015-05-03,True,1
ThatMexicanGuy,260230,2015-03-28,True,2
76561198040704557,240,2014-01-01,True,1
76561198060787863,362890,2015-12-10,True,2
76561198060787863,290340,,True,0
76561198060787863,65980,2015-01-16,True,2
76561198060787863,353830,2015-12-11,True,0
76561198060787863,271240,2015-10-29,True,2
76561198060787863,246620,2014-02-27,True,2
76561198060787863,233250,,True,2
76561198060787863,398913,,True,2
76561198060787863,386070,,True,2
76561198060787863,99300,,True,2
swineflu1122,244850,2014-04-24,True,2
76561198072196225,305620,2015-06-21,True,2
smNTC,730,,True,1
76561198071088410,4000,2013-12-20,True,0
sonnymastrangioli,290080,2015-11-13,True,2
76561198045615853,42680,,True,2
SWAGHIGHJAKKER,224540,,False,2
SWAGHIGHJAKKER,730,2014-12-28,True,2
joao_bobd,224260,,True,1
joao_bobd,620,2015-02-14,True,1
joao_bobd,383080,2015-09-19,True,1
joao_bobd,240,2015-10-22,True,2
juliagillardismymum,6060,2015-12-11,True,0
juliagillardismymum,212800,2015-12-11,True,2
juliagillardismymum,207140,2015-12-11,True,2
juliagillardismymum,417860,2015-12-11,True,2
juliagillardismymum,620,2015-12-11,True,0
juliagillardismymum,252950,2015-12-11,True,2
76561198055096033,221100,2014-07-26,True,2
76561198055096033,227180,2015-01-23,True,2
76561198055096033,214950,2014-07-07,True,2
spacemonkey,8870,2014-12-23,True,2
spacemonkey,212680,2013-09-21,True,2
space_jumper,271590,2015-08-11,False,2
space_jumper,221100,2015-01-25,False,0
space_jumper,107410,2014-06-26,True,2
NJFV,221640,2013-12-25,True,2
Sparkzh2o,620,2013-02-09,True,2
76561197986948702,244850,2014-05-18,True,1
76561198020241941,275850,,False,0
76561198085996419,730,2015-02-24,True,2
nerrma,730,2014-06-27,True,1
SpExXkRiWestPacIsDeadLongLive,340,2015-10-08,True,1
SpExXkRiWestPacIsDeadLongLive,221100,2015-09-13,False,2
SpExXkRiWestPacIsDeadLongLive,388520,2015-08-28,True,2
76561197983875214,311210,2015-12-05,False,0
76561197983875214,365590,,True,2
76561197983875214,730,2015-04-09,True,2
76561198081461581,440,2015-02-10,True,1
76561198059845244,230410,,True,2
sniperxd,399580,,False,2
sniperxd,236390,,False,0
Kaj3n,344750,2015-08-29,True,0
Kaj3n,368900,2015-12-13,True,2
Kaj3n,398710,2015-09-23,True,2
Kaj3n,107410,2014-03-24,True,0
Kaj3n,72850,2014-01-22,True,2
suckguy12,407900,,True,2
harley293,202970,2015-09-12,True,1
harley293,233860,2015-09-12,True,0
harley293,104900,2015-08-04,True,0
76561198070995743,211820,2014-09-13,True,2
IAMYOUDIDYOUKNOWTHAT,105600,2013-03-19,True,1
Squiddicals,417860,2015-11-22,True,2
Squiddicals,440,2015-02-25,True,1
Squiggley,220240,2014-01-13,True,2
Squiggley,220,2013-11-02,True,2
CranSi,440,2013-05-09,True,1
cloudribero,200510,2014-08-21,True,1
cloudribero,287390,,True,1
FrostyByte,35450,2015-12-09,True,2
FrostyByte,304930,2015-03-24,True,1
FrostyByte,730,2015-03-24,True,2
FrostyByte,440,2014-08-15,True,2
FrostyByte,295110,2015-03-24,True,1
ssbatt,388490,2015-09-05,False,0
ssbatt,1840,2014-06-24,True,2
ssbatt,248570,2014-05-29,True,2
76561198039700455,8870,2014-03-20,True,0
StaticStabler,730,2015-10-01,True,2
StaticStabler,357480,,False,0
76561198049623068,218620,2015-10-19,False,1
76561198049623068,375230,,True,1
76561198049623068,364360,,True,1
76561198049623068,359550,2015-12-24,False,1
76561198069758889,620,2015-12-30,True,2
76561198069758889,263760,2014-09-06,True,2
76561198069758889,630,2015-01-12,True,0
76561198069758889,242760,2014-09-30,False,2
76561198069758889,298260,2014-08-24,True,2
76561198047232925,440,2013-04-01,True,0
_codered66_,250900,2015-12-10,True,1
_codered66_,417860,2015-11-27,True,2
_codered66_,240,2015-10-27,True,1
_codered66_,440,2014-06-30,True,2
_codered66_,105600,2015-07-14,True,1
_codered66_,570,,True,0
_codered66_,220,,True,1
_codered66_,8870,2015-07-01,True,2
_codered66_,730,2015-01-12,True,0
76561198081739230,311560,2015-03-26,True,2
76561198081739230,208650,2015-06-25,False,1
rektlegolad,570,2015-01-07,True,1
CounterEverything,268420,2015-04-08,True,2
76561198080384414,42160,2014-02-08,False,0
SteevH,346110,2015-06-10,True,2
SteevH,377160,2015-11-10,True,2
SteevH,444560,,True,2
SteevH,630,2010-12-21,True,2
smokeaconeorfuckoff,730,,True,2
smokeaconeorfuckoff,4000,2013-12-23,True,2
smokeaconeorfuckoff,219640,,False,0
76561198094163912,730,2014-02-13,True,0
76561198094163912,550,2013-12-25,True,0
76561198069917462,243470,2014-08-20,True,2
76561198069917462,440,2014-02-23,True,2
76561198072812024,236390,2015-05-09,True,1
76561198072812024,8930,2013-12-31,True,1
76561198100807328,346110,,True,1
76561198100807328,252950,,True,2
76561198100807328,570,2015-03-20,True,1
jellysama,570,2015-10-14,True,0
76561198091620717,730,,True,2
Stewietron,250180,2014-04-29,True,0
Madrake,313730,2015-05-03,True,2
stinglock,108600,2014-05-18,True,1
stinglock,317360,2014-11-10,True,2
stinglock,221100,2013-12-18,True,0
stinglock,252490,2013-12-11,True,2
NotStomm,405310,,True,1
NotStomm,730,,False,1
NotStomm,440,,True,2
NotStomm,346900,2015-05-26,True,1
NotStomm,38720,2015-03-10,True,2
NotStomm,281690,2015-01-15,True,2
AfterEffects,570,2014-11-18,True,2
AfterEffects,244850,2015-11-06,False,0
AfterEffects,346110,2015-12-19,False,1
76561198042267727,346010,2015-12-12,True,2
geraldtan35,213120,2014-11-25,True,2
geraldtan35,440,2015-11-07,True,0
geraldtan35,550,2015-08-28,True,0
geraldtan35,67370,2015-08-16,True,0
geraldtan35,233720,2014-07-04,True,1
geraldtan35,280790,2015-11-14,True,0
geraldtan35,730,2015-05-22,True,2
stormlrd,228380,2014-10-24,True,2
stormlrd,22350,2015-07-20,False,0
stormshado,228300,2015-09-06,True,2
stormshado,23450,2014-12-29,True,0
76561198076885214,440,2013-02-25,True,2
artic_creeper,303390,2014-12-20,True,1
Strike_fire,440,2015-03-10,True,2
StrungOut7,8870,2014-12-22,True,1
76561198065863302,385370,,True,2
PraiseDuarte,72850,2015-04-24,False,1
PraiseDuarte,323910,,True,2
PraiseDuarte,4000,2014-06-21,True,0
PraiseDuarte,264380,2014-05-02,True,2
AlsonFoong,259381,,True,0
AlsonFoong,348090,,True,2
AlsonFoong,730,2015-09-06,False,0
AlsonFoong,105600,2014-08-03,True,2
AlsonFoong,440,2013-05-03,True,2
76561198085888138,238460,2014-11-28,True,0
76561198085888138,304430,,True,2
64512328,17080,2015-01-26,False,0
64512328,346110,2015-06-07,True,2
64512328,107410,2015-12-04,True,2
64512328,250600,2014-03-08,True,2
64512328,17080,2015-01-26,False,0
64512328,346110,2015-06-07,True,2
64512328,107410,2015-12-04,True,2
64512328,250600,2014-03-08,True,2
aquelemlkgenteboa,570,2015-08-03,True,1
fantasticjustice,72850,2015-04-26,False,2
fantasticjustice,235800,2015-05-26,True,1
fantasticjustice,261180,2014-10-06,True,1
fantasticjustice,105600,2014-09-27,True,2
76561198074373301,730,2015-06-21,True,0
76561198074373301,310370,2015-01-11,True,2
76561198074373301,91310,2014-01-16,True,2
nosquint,221100,2014-01-15,True,0
eminisc,440,2015-01-26,True,2
76561198070868249,219640,2015-05-27,True,2
summon1805,200210,2014-09-26,True,0
SunnyS,339610,2015-04-08,True,2
SunnyS,252490,2014-08-17,True,2
SunnyS,105600,2014-02-01,True,2
Happysumo,211420,2014-02-14,True,0
76561198059628972,730,,True,2
Duskerno,263360,2014-01-31,True,2
76561198085112694,219740,2015-12-30,True,2
76561198085112694,440,2013-05-09,True,1
superduperjack,17390,2014-08-25,True,2
superduperjack,213670,,False,0
76561198096417535,356520,,True,2
76561198096417535,730,2014-12-30,True,2
76561198096417535,234140,,True,2
76561198096417535,227940,2015-09-10,True,2
76561198096417535,440,2015-03-24,True,1
superyoshiegg,301640,,True,1
superyoshiegg,381210,,True,2
superyoshiegg,252490,,True,0
superyoshiegg,218620,2015-10-22,True,2
sugoisukhoi,224760,2014-01-01,True,0
76561198075313412,4000,2013-12-22,True,1
76561198075313412,224540,2013-12-22,True,1
SVB128,304930,2014-07-23,True,1
SVB128,730,,True,2
SVB128,271590,2015-06-13,True,1
mostmlgpro420blazeitsteamprofile,384190,,True,2
mostmlgpro420blazeitsteamprofile,49520,2013-07-26,True,2
mostmlgpro420blazeitsteamprofile,298630,2015-04-25,True,2
mostmlgpro420blazeitsteamprofile,2310,2015-01-24,True,2
mostmlgpro420blazeitsteamprofile,17390,2014-12-17,True,2
mostmlgpro420blazeitsteamprofile,246620,2014-10-17,True,1
frost27820,220200,2015-05-22,True,1
frost27820,307780,2015-04-13,True,0
frost27820,263440,2014-09-09,True,1
frost27820,211820,,True,1
frost27820,346110,2015-07-17,True,2
frost27820,233250,2015-05-13,True,2
frost27820,570,,True,2
frost27820,261640,,True,2
frost27820,237110,2015-04-07,True,0
76561198061950314,730,2013-12-11,True,1
76561198070164022,550,2013-12-25,True,1
76561198070346631,304930,2015-01-14,True,2
76561198070346631,407420,,False,2
76561198070346631,48700,2015-04-27,True,2
76561198070346631,221100,2013-12-19,True,2
76561198070346631,268500,,True,1
76561198070346631,359550,,False,1
76561198070346631,200510,2015-12-25,True,0
Syrahl696,391730,,True,2
syrith,244850,2014-12-26,True,2
76561198102490796,222880,2015-12-10,True,1
76561198078317599,209160,2014-08-26,False,0
76561198015930046,311210,,False,0
76561198015930046,289650,2015-02-17,False,2
76561198015930046,209650,,True,2
76561198015930046,4000,2014-01-14,True,0
T0talN1nja,21090,2013-11-26,True,2
DJHotpuffle,4000,2014-09-15,True,2
76561198103243648,239070,2015-09-14,True,2
76561198103243648,319550,2015-05-28,True,1
76561198103243648,202090,2015-05-25,True,0
76561198103243648,346900,2015-05-23,True,2
76561198103243648,270150,2015-04-06,True,1
76561198103243648,108600,2015-01-23,True,0
76561198103243648,327890,2014-12-12,True,2
76561198103243648,285900,2014-08-31,True,2
robotninja3000,234190,2014-03-08,True,0
Garfiw,223470,2015-04-14,True,1
Garfiw,104900,2015-05-12,True,1
76561198022552926,620,2013-12-12,True,2
GameTaj,375510,2015-08-11,False,2
GameTaj,327860,2015-07-20,True,0
GameTaj,320300,,True,0
GameTaj,227300,2015-08-03,True,0
GameTaj,17460,,True,2
GameTaj,72850,,True,2
GameTaj,208090,2014-02-02,True,0
GameTaj,241600,,True,2
76561198054199777,214790,2013-12-20,True,1
76561198044382516,35450,2014-06-11,True,0
76561198044382516,440,2014-03-07,True,1
76561198044382516,247020,2014-01-25,True,2
76561198044382516,219640,2014-01-22,True,2
DJPayg,206440,2014-10-31,True,2
TankClash,8500,,True,1
76561198065102350,730,2015-04-04,True,0
froggee,570,2014-07-08,True,0
76561198104909664,440,2014-07-03,True,1
tazzudevil,204450,2013-08-11,True,2
tazzudevil,91310,2014-02-24,True,2
tdgodly,550,2013-12-29,True,2
76561198093067382,105600,,True,2
OFFICIALDRTECHNO,233720,2014-05-22,True,2
OFFICIALDRTECHNO,250380,2013-11-23,True,2
OFFICIALDRTECHNO,238320,2013-11-12,True,2
OFFICIALDRTECHNO,440,2013-10-15,True,0
OFFICIALDRTECHNO,220780,2013-09-19,True,2
OFFICIALDRTECHNO,730,,False,0
OFFICIALDRTECHNO,218620,,True,2
OFFICIALDRTECHNO,8870,2015-08-30,True,2
OFFICIALDRTECHNO,355180,,True,2
76561198068268726,218230,2015-06-17,True,2
PredatorEdge,200210,2014-01-13,True,2
therealtehN,252490,2014-07-10,True,2
therealtehN,730,2014-07-07,True,2
therealtehN,8930,2014-07-30,True,1
therealtehN,72850,2013-07-20,True,0
76561198061748090,252490,2015-04-04,False,0
76561198073567095,25000,2014-01-03,True,0
masterteo5,206210,2013-12-10,True,2
Wherethejewwimminat,234390,2014-10-20,True,1
Wherethejewwimminat,204450,2015-05-27,True,1
Wherethejewwimminat,15620,2014-10-20,True,0
Wherethejewwimminat,17470,2014-10-20,True,0
notcoco,105600,2015-09-16,True,2
notcoco,440,2015-07-29,True,0
lukerfer,252950,,True,2
lukerfer,207140,2015-01-03,True,2
lukerfer,201790,2013-12-30,True,2
Tesps,225540,2015-12-06,True,2
76561198044043409,248860,2014-12-29,True,1
galaxyidoltetora,730,2015-10-30,True,1
galaxyidoltetora,346110,2015-10-30,True,2
76561198040786220,263280,2014-12-11,True,2
76561198040786220,570,2014-04-10,True,0
76561198040786220,265930,2014-07-12,True,2
76561198040786220,210770,2013-12-30,True,0
76561198040786220,9420,2012-12-31,True,2
Vtsmash123,8190,2013-12-19,False,0
That_Microwave,434570,,True,0
76561198064718777,273350,2015-03-13,True,1
Thatonwalrus1,55150,,True,2
Thatonwalrus1,20900,,True,2
Thatonwalrus1,313740,,True,0
Thatonwalrus1,730,,True,2
Thatonwalrus1,20920,,True,2
Angus887Gaming,346110,2015-08-15,False,0
Angus887Gaming,271590,2015-04-19,True,2
76561198091845464,417860,,True,1
76561198086883406,206210,,True,2
76561198086883406,218230,2013-12-27,True,2
TheMGScrub,49520,,True,2
76561198067176761,235600,2015-01-01,True,2
76561198067176761,208090,2014-12-24,True,0
GoldenCookies,218620,2015-03-04,True,2
GoldenCookies,374300,2015-10-20,True,2
GoldenCookies,384021,2015-10-20,True,2
GoldenCookies,384020,2015-10-20,True,2
GoldenCookies,374301,2015-10-20,True,2
GoldenCookies,204360,,True,0
GoldenCookies,401650,2015-10-24,False,2
76561198041647183,319510,2014-09-19,True,0
bournedemocracy,210970,,True,2
thebraminator,570,2014-01-01,True,2
94567,211820,2015-08-29,True,2
94567,550,2015-08-28,True,2
94567,261820,2015-06-11,True,0
94567,250580,2015-03-21,True,2
94567,210770,2014-11-23,True,2
Doomsdayvirus1,244850,2014-06-13,True,2
Doomsdayvirus1,17390,2014-03-29,True,2
thediamond96,16710,2014-06-14,True,1
thediamond96,235250,2015-02-05,True,0
thediamond96,230050,2013-12-01,True,1
76561198054937869,330830,2015-06-15,True,2
76561198054937869,368340,,True,2
76561198054937869,247080,2014-08-02,True,1
76561198054937869,391540,,True,2
76561197981571612,321360,2015-02-19,True,2
76561197981571612,274940,2015-04-03,True,2
76561197981571612,4000,2014-01-29,True,2
76561197981571612,215470,2015-02-04,True,2
the1nchmonster,219092,2014-12-14,True,2
76561198045385665,319630,,True,2
76561198045385665,317250,,True,0
76561198045385665,261570,,True,2
76561198045385665,282140,,True,1
76561198045385665,105600,,True,0
76561198045385665,244850,2014-06-20,True,1
zile98,570,2013-12-20,True,2
zile98,219640,2014-12-01,True,1
zile98,449040,,False,2
zile98,48000,,True,0
zile98,49520,2014-08-16,True,1
zile98,730,2014-06-07,False,2
thegentlemanjoker,218620,2015-12-12,False,1
76561198053230995,440,2014-09-15,True,2
spaghettimmmgoodsphaget,377160,2015-12-05,False,2
spaghettimmmgoodsphaget,243870,2015-07-18,False,2
spaghettimmmgoodsphaget,262060,,True,1
spaghettimmmgoodsphaget,374570,2015-05-29,True,2
Theguru431,346110,,False,0
Theguru431,359550,,False,0
76561198080137082,207610,2013-07-19,True,0
spyron,440,,True,1
JarateTheKid,218620,2015-10-15,False,1
JarateTheKid,349650,,False,0
shroud1,1250,2014-08-04,True,2
IIIIllllIIIllIlIIIlIIlIlIlIlIlI,440,2014-06-11,True,1
IIIIllllIIIllIlIIIlIIlIlIlIlIlI,413150,,True,2
IIIIllllIIIllIlIIIlIIlIlIlIlIlI,305620,2014-12-28,True,2
IIIIllllIIIllIlIIIlIIlIlIlIlIlI,265630,2014-06-05,True,1
IIIIllllIIIllIlIIIlIIlIlIlIlIlI,104900,2014-02-26,True,1
76561198067727172,301520,,False,2
H-O-B-O,4000,2015-12-11,True,2
H-O-B-O,1840,2014-02-18,True,2
H-O-B-O,238460,2014-06-26,True,1
H-O-B-O,620,2015-01-27,True,1
H-O-B-O,12210,2014-06-12,True,1
H-O-B-O,261570,2015-06-19,True,1
H-O-B-O,206420,2015-01-28,True,1
H-O-B-O,264380,2014-05-07,True,1
TheMaglevGankTrain,359050,,True,2
TheMaglevGankTrain,379720,,True,2
TheMaglevGankTrain,201480,,False,0
TheMaglevGankTrain,17470,,True,0
TheMaglevGankTrain,91310,,False,0
TheMaglevGankTrain,252490,,True,2
TheMaglevGankTrain,236430,,True,1
TheMaglevGankTrain,335300,,False,2
muchbanta,407530,,True,2
muchbanta,440,,True,2
muchbanta,346110,,True,2
muchbanta,244850,2015-10-19,True,2
muchbanta,301520,2015-03-09,True,2
muchbanta,271290,2014-03-28,True,0
76561198045698228,290340,,True,1
dogetrellmmmbaconyesplease,301520,2014-08-04,True,2
youcannothidefromme,290770,2014-12-28,False,0
youcannothidefromme,213670,2014-06-22,False,2
youcannothidefromme,4000,,True,1
youcannothidefromme,204360,,True,0
MattMan1275,107410,2013-12-16,True,2
76561198054627970,8190,2015-02-07,True,0
76561198054627970,17460,2014-10-06,True,2
76561198054627970,261030,2014-02-08,True,2
76561198054627970,208200,2013-12-28,True,2
76561198054627970,17510,2013-11-12,True,2
76561198054627970,200710,2013-01-27,True,0
TheSuccIsGudd,250320,2013-11-13,True,2
TheSuccIsGudd,265930,2014-03-28,True,0
TheSuccIsGudd,220240,2014-12-13,True,0
TheSuccIsGudd,440,2013-12-15,True,2
TheSuccIsGudd,219740,2013-12-03,True,0
TheSuccIsGudd,4000,2013-12-02,True,1
76561198054577621,49520,2014-12-25,True,2
76561198054416836,232890,,False,0
76561198054416836,327640,2015-01-26,True,2
76561198054416836,277460,2014-12-15,True,2
76561198072813477,218230,2014-01-26,True,2
76561198036779203,570,2013-01-18,True,2
76561198071943219,512340,,False,1
76561198071943219,379720,,True,0
76561198071943219,440,2012-11-08,True,2
76561198071943219,201810,,True,0
76561198056735088,268500,,True,2
76561198056735088,268500,,True,2
76561198061097219,12360,,True,2
76561198061097219,285900,,True,2
thegreatds,49600,2015-05-10,True,1
thegreatds,72850,2015-05-10,True,1
thegreatds,236090,2015-05-10,True,1
thegreatds,212680,2015-05-10,True,1
thegreatds,212480,2015-05-10,True,1
thegreatds,207140,2015-05-10,True,2
thegreatds,230410,2015-05-10,True,1
thegreatds,204360,2015-05-10,True,1
theironhex,440,2014-01-31,True,2
theironhex,48700,2013-07-13,True,2
theironhex,730,2015-04-13,True,1
76561198051362094,218620,2014-06-01,True,0
76561198117757661,377160,2015-11-14,True,0
76561198117757661,261640,2014-11-14,True,2
76561198023133231,620,,True,1
yoplez,219890,,True,0
yoplez,105600,2013-07-30,True,2
playgamesonlineoffical,107410,2015-07-24,True,2
playgamesonlineoffical,301520,2015-08-11,True,2
playgamesonlineoffical,10180,2015-12-13,True,2
76561198081919992,291210,2015-11-27,True,1
76561198081919992,208090,2015-11-15,False,1
TheUnderdog2020,413150,,True,2
TheUnderdog2020,201790,,True,2
TheUnderdog2020,233470,,True,2
TheUnderdog2020,730,,True,0
TheUnderdog2020,363970,,True,0
TheUnderdog2020,105600,2012-08-26,True,2
TheUnderdog2020,207610,,True,0
TheUnderdog2020,250620,,True,2
TheUnderdog2020,40800,2015-06-12,True,2
TheUnderdog2020,440,2013-01-26,True,2
76561198086073892,252490,,True,2
The_Comet,32440,,False,2
thiefofrosesinlalaland,99900,2014-02-09,True,2
thiefofrosesinlalaland,287700,2015-09-06,True,0
thiefofrosesinlalaland,22380,2014-02-09,True,2
thiefofrosesinlalaland,268050,2014-11-02,True,0
thiefofrosesinlalaland,209650,2014-11-03,True,2
thiefofrosesinlalaland,289650,2014-11-24,True,2
76561197974963007,570,2015-07-16,True,2
76561198046806915,359550,,True,1
76561198046806915,440,,True,2
KO10,237930,,True,2
KO10,8930,2015-04-21,True,2
thor2424,239820,2014-06-21,True,2
thor2424,207140,2014-12-18,True,2
MargeShrimpson,218620,2015-10-18,False,2
excdfx,440,2013-12-15,True,2
excdfx,223470,,True,2
excdfx,291550,,True,2
excdfx,359050,,True,1
76561198043195037,259080,2014-06-20,True,2
76561198043195037,72850,2014-06-30,True,2
76561198058253719,105600,2015-11-06,True,1
76561198058253719,304930,2014-09-14,True,1
19990923,282070,,True,2
76561198056212336,50300,2014-06-23,True,2
76561198056212336,236850,2013-11-26,True,2
76561198056212336,222750,2014-08-29,True,0
76561198056212336,242860,2014-06-27,True,2
76561198056212336,245470,2014-05-23,True,1
76561198056212336,212680,2013-11-26,True,2
76561198093077688,250900,2014-11-04,True,2
76561198067124717,8930,2014-01-27,True,2
Raltexe,105600,2015-04-11,True,2
Raltexe,222880,2015-04-11,True,2
meiasvivarinapodeconfiar,207170,2015-09-25,True,0
meiasvivarinapodeconfiar,323370,2015-05-09,True,2
meiasvivarinapodeconfiar,248390,,True,0
meiasvivarinapodeconfiar,57690,2014-12-14,True,1
meiasvivarinapodeconfiar,205950,,True,2
meiasvivarinapodeconfiar,262900,2015-06-29,True,0
meiasvivarinapodeconfiar,282900,2015-12-06,True,1
meiasvivarinapodeconfiar,105700,2012-06-03,True,0
timot_lambo,730,2014-01-26,True,2
timot_lambo,298110,2014-11-24,True,2
76561198037662316,359550,,False,0
76561198091514051,206210,2014-02-07,True,2
76561198091514051,440,2014-02-03,True,1
ironhorse612,213650,2013-11-25,True,0
ironhorse612,397340,2015-12-20,True,2
ironhorse612,338170,,False,0
ironhorse612,391460,2015-09-17,False,0
ironhorse612,99900,,True,1
ironhorse612,449140,,True,2
chicken_steak,218620,2014-11-30,True,2
chicken_steak,107410,2014-12-13,True,2
76561198037509696,218620,,False,2
76561198037509696,264710,2015-04-02,True,0
76561198037509696,1250,2014-07-08,True,0
TiviTed,730,2014-11-17,True,2
WildernessJulyan,346110,2015-09-14,True,1
76561198086431129,224260,2013-12-12,True,0
